Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,150.49000549316406,150.49000549316406,148.0399932861328,148.9499969482422,101.87179565429688,665500
2014-01-03,149.1199951171875,150.7100067138672,148.33999633789062,150.11000061035156,102.66516876220703,517900
2014-01-06,150.6999969482422,151.0,149.11000061035156,150.02999877929688,102.61046600341797,398100
2014-01-07,150.02999877929688,151.49000549316406,149.5500030517578,149.86000061035156,102.49418640136719,633100
2014-01-08,150.02000427246094,150.66000366210938,148.75,150.1300048828125,102.6788330078125,655900
2014-01-09,151.49000549316406,153.11000061035156,150.30999755859375,153.0500030517578,104.67593383789062,978800
2014-01-10,153.0399932861328,154.60000610351562,153.0399932861328,154.25999450683594,105.50347137451172,644400
2014-01-13,153.52000427246094,155.10000610351562,153.52000427246094,153.9600067138672,105.29830932617188,594700
2014-01-14,155.22000122070312,156.7100067138672,154.22000122070312,155.72999572753906,106.50885009765625,713500
2014-01-15,155.6699981689453,156.10000610351562,154.6699981689453,155.0399932861328,106.03691864013672,854900
2014-01-16,155.19000244140625,156.25999450683594,155.0500030517578,156.00999450683594,106.70036315917969,487600
2014-01-17,156.22999572753906,156.33999633789062,154.77999877929688,154.97000122070312,105.98908233642578,541400
2014-01-21,155.88999938964844,157.41000366210938,154.50999450683594,155.02999877929688,106.03011322021484,843900
2014-01-22,155.10000610351562,156.3300018310547,154.02999877929688,155.32000732421875,106.22843933105469,649300
2014-01-23,154.27999877929688,155.36000061035156,153.61000061035156,154.4600067138672,105.64026641845703,640500
2014-01-24,153.99000549316406,153.99000549316406,152.14999389648438,152.4199981689453,104.24504852294922,663100
2014-01-27,152.5800018310547,153.6300048828125,151.83999633789062,152.6300048828125,104.38865661621094,693200
2014-01-28,153.08999633789062,155.22999572753906,153.08999633789062,154.72999572753906,105.82492065429688,754000
2014-01-29,153.2899932861328,155.36000061035156,153.00999450683594,154.50999450683594,105.67447662353516,715000
2014-01-30,155.3300018310547,157.89999389648438,155.3300018310547,156.80999755859375,107.24752807617188,638700
2014-01-31,155.52000427246094,158.72999572753906,155.08999633789062,157.58999633789062,107.78095245361328,984300
2014-02-03,157.35000610351562,157.41000366210938,155.0,155.86000061035156,106.5977783203125,802500
2014-02-04,156.6300048828125,158.80999755859375,155.61000061035156,158.57000732421875,108.45123291015625,978800
2014-02-05,158.08999633789062,158.77000427246094,157.24000549316406,157.89999389648438,107.99302673339844,745100
2014-02-06,157.88999938964844,158.50999450683594,157.25999450683594,158.41000366210938,108.341796875,848500
2014-02-07,158.8300018310547,160.35000610351562,158.1199951171875,160.25,109.60027313232422,872700
2014-02-10,160.1999969482422,162.36000061035156,159.6999969482422,162.0500030517578,110.83132934570312,734300
2014-02-11,161.6199951171875,164.80999755859375,161.25,163.3800048828125,111.74093627929688,733200
2014-02-12,163.6699981689453,163.67999267578125,162.0,163.50999450683594,111.82984924316406,543200
2014-02-13,162.89999389648438,165.19000244140625,162.2899932861328,164.52000427246094,112.52062225341797,614700
2014-02-14,164.19000244140625,166.10000610351562,164.07000732421875,165.75,113.36187744140625,460800
2014-02-18,165.41000366210938,167.02999877929688,164.82000732421875,166.91000366210938,114.15521240234375,711500
2014-02-19,166.8699951171875,167.8699951171875,166.02999877929688,166.4499969482422,113.84068298339844,642700
2014-02-20,166.72000122070312,167.72999572753906,165.61000061035156,166.7100067138672,114.01844787597656,686100
2014-02-21,166.5399932861328,167.49000549316406,164.52000427246094,166.44000244140625,113.83377838134766,1213100
2014-02-24,166.57000732421875,167.82000732421875,166.57000732421875,166.6999969482422,114.01160430908203,868800
2014-02-25,166.75,168.74000549316406,166.60000610351562,167.66000366210938,114.66817474365234,776000
2014-02-26,166.44000244140625,168.67999267578125,165.85000610351562,167.11000061035156,114.29199981689453,929200
2014-02-27,167.24000549316406,168.42999267578125,165.7899932861328,166.5399932861328,113.9021987915039,680100
